0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.003003003003002977e-03,9.999954909898705058e-01,3.002998489477993072e-03
6.006006006006005954e-03,9.999819640001443855e-01,6.005969897854770458e-03
9.009009009009008931e-03,9.999594191528082820e-01,9.008887144273334743e-03
1.201201201201201191e-02,9.999278566511721200e-01,1.201172314836511899e-02
1.501501501501501488e-02,9.998872767798671068e-01,1.501445083049420849e-02
1.801801801801801786e-02,9.998376799048435126e-01,1.801704311200152953e-02
2.102102102102101910e-02,9.997790664733667843e-01,2.101947291544905769e-02
2.402402402402402382e-02,9.997114370140141038e-01,2.402171316486400796e-02
2.702702702702702853e-02,9.996347921366692812e-01,2.702373678598297968e-02
3.003003003003002977e-02,9.995491325325173149e-01,3.002551670649613799e-02
3.303303303303303101e-02,9.994544589740383955e-01,3.302702585629135185e-02
3.603603603603603572e-02,9.993507723150005795e-01,3.602823716769830431e-02
3.903903903903904044e-02,9.992380734904521278e-01,3.902912357573257857e-02
4.204204204204203821e-02,9.991163635167134016e-01,4.202965801833975085e-02
4.504504504504504292e-02,9.989856434913674255e-01,4.502981343663944869e-02
4.804804804804804763e-02,9.988459145932500061e-01,4.802956277516930855e-02
5.105105105105105234e-02,9.986971780824391853e-01,5.102887898212903756e-02
5.405405405405405705e-02,9.985394353002438050e-01,5.402773500962431558e-02
5.705705705705705483e-02,9.983726876691915164e-01,5.702610381391071820e-02
6.006006006006005954e-02,9.981969366930157905e-01,6.002395835563763965e-02
6.306306306306305731e-02,9.980121839566425956e-01,6.302127160009209084e-02
6.606606606606606202e-02,9.978184311261757422e-01,6.601801651744250432e-02
6.906906906906906674e-02,9.976156799488822280e-01,6.901416608298249766e-02
7.207207207207207145e-02,9.974039322531761398e-01,7.200969327737460901e-02
7.507507507507507616e-02,9.971831899486026662e-01,7.500457108689390084e-02
7.807807807807808087e-02,9.969534550258204453e-01,7.799877250367161230e-02
8.108108108108108558e-02,9.967147295565833565e-01,8.099227052593871434e-02
8.408408408408407642e-02,9.964670156937228684e-01,8.398503815826938168e-02
8.708708708708708113e-02,9.962103156711272778e-01,8.697704841182449242e-02
9.009009009009008584e-02,9.959446318037229462e-01,8.996827430459496122e-02
9.309309309309309055e-02,9.956699664874519851e-01,9.295868886164508627e-02
9.609609609609609526e-02,9.953863221992521604e-01,9.594826511535581304e-02
9.909909909909909997e-02,9.950937014970331340e-01,9.893697610566791478e-02
1.021021021021021047e-01,9.947921070196544813e-01,1.019247948803251314e-01
1.051051051051051094e-01,9.944815414869011549e-01,1.049116944951172109e-01
1.081081081081081141e-01,9.941620076994596156e-01,1.078976480141229516e-01
1.111111111111111049e-01,9.938335085388919632e-01,1.108826285099529796e-01
1.141141141141141097e-01,9.934960469676101802e-01,1.138666090639927492e-01
1.171171171171171144e-01,9.931496260288495970e-01,1.168495627666451681e-01
1.201201201201201191e-01,9.927942488466413584e-01,1.198314627175732922e-01
1.231231231231231238e-01,9.924299186257840022e-01,1.228122820259429787e-01
1.261261261261261146e-01,9.920566386518148150e-01,1.257919938106652757e-01
1.291291291291291332e-01,9.916744122909803005e-01,1.287705712006390057e-01
1.321321321321321240e-01,9.912832429902054265e-01,1.317479873349928499e-01
1.351351351351351426e-01,9.908831342770627604e-01,1.347242153633278761e-01
1.381381381381381335e-01,9.904740897597410498e-01,1.376992284459593319e-01
1.411411411411411521e-01,9.900561131270118054e-01,1.406729997541590615e-01
1.441441441441441429e-01,9.896292081481968816e-01,1.436455024703970906e-01
1.471471471471471337e-01,9.891933786731339495e-01,1.466167097885837101e-01
1.501501501501501523e-01,9.887486286321421902e-01,1.495865949143111995e-01
1.531531531531531432e-01,9.882949620359863241e-01,1.525551310650952452e-01
1.561561561561561617e-01,9.878323829758409724e-01,1.555222914706167470e-01
1.591591591591591526e-01,9.873608956232534650e-01,1.584880493729630413e-01
1.621621621621621712e-01,9.868805042301063146e-01,1.614523780268692921e-01
1.651651651651651620e-01,9.863912131285788032e-01,1.644152506999596308e-01
1.681681681681681528e-01,9.858930267311081241e-01,1.673766406729882417e-01
1.711711711711711714e-01,9.853859495303490812e-01,1.703365212400804185e-01
1.741741741741741623e-01,9.848699860991342314e-01,1.732948657089732059e-01
1.771771771771771808e-01,9.843451410904323629e-01,1.762516474012562617e-01
1.801801801801801717e-01,9.838114192373063061e-01,1.792068396526123319e-01
1.831831831831831903e-01,9.832688253528705236e-01,1.821604158130579187e-01
1.861861861861861811e-01,9.827173643302477002e-01,1.851123492471832832e-01
1.891891891891891997e-01,9.821570411425245561e-01,1.880626133343929751e-01
1.921921921921921905e-01,9.815878608427067720e-01,1.910111814691456411e-01
1.951951951951951814e-01,9.810098285636740245e-01,1.939580270611941382e-01
1.981981981981981999e-01,9.804229495181330245e-01,1.969031235358252030e-01
2.012012012012011908e-01,9.798272289985708872e-01,1.998464443340991492e-01
2.042042042042042094e-01,9.792226723772072816e-01,2.027879629130894534e-01
2.072072072072072002e-01,9.786092851059462472e-01,2.057276527461218696e-01
2.102102102102102188e-01,9.779870727163263444e-01,2.086654873230140428e-01
2.132132132132132096e-01,9.773560408194718052e-01,2.116014401503141518e-01
2.162162162162162282e-01,9.767161951060409075e-01,2.145354847515401620e-01
2.192192192192192191e-01,9.760675413461752381e-01,2.174675946674184124e-01
2.222222222222222099e-01,9.754100853894475120e-01,2.203977434561222581e-01
2.252252252252252285e-01,9.747438331648089482e-01,2.233259046935106296e-01
2.282282282282282193e-01,9.740687906805356455e-01,2.262520519733660918e-01
2.312312312312312379e-01,9.733849640241744039e-01,2.291761589076332373e-01
2.342342342342342287e-01,9.726923593624876574e-01,2.320981991266564681e-01
2.372372372372372473e-01,9.719909829413985181e-01,2.350181462794179166e-01
2.402402402402402382e-01,9.712808410859337105e-01,2.379359740337749773e-01
2.432432432432432290e-01,9.705619402001667284e-01,2.408516560766978398e-01
2.462462462462462476e-01,9.698342867671604361e-01,2.437651661145068260e-01
2.492492492492492384e-01,9.690978873489083378e-01,2.466764778731093399e-01
2.522522522522522292e-01,9.683527485862750694e-01,2.495855650982369833e-01
2.552552552552552756e-01,9.675988771989372239e-01,2.524924015556822554e-01
2.582582582582582664e-01,9.668362799853222889e-01,2.553969610315350303e-01
2.612612612612612573e-01,9.660649638225473623e-01,2.582992173324191176e-01
2.642642642642642481e-01,9.652849356663570912e-01,2.611991442857284351e-01
2.672672672672672389e-01,9.644962025510613879e-01,2.640967157398629861e-01
2.702702702702702853e-01,9.636987715894712592e-01,2.669919055644646710e-01
2.732732732732732761e-01,9.628926499728355237e-01,2.698846876506529879e-01
2.762762762762762669e-01,9.620778449707749758e-01,2.727750359112604550e-01
2.792792792792792578e-01,9.612543639312178811e-01,2.756629242810679226e-01
2.822822822822823041e-01,9.604222142803326978e-01,2.785483267170396071e-01
2.852852852852852950e-01,9.595814035224620175e-01,2.814312171985578481e-01
2.882882882882882858e-01,9.587319392400542872e-01,2.843115697276578646e-01
2.912912912912912766e-01,9.578738290935955302e-01,2.871893583292621788e-01
2.942942942942942675e-01,9.570070808215404012e-01,2.900645570514149840e-01
2.972972972972973138e-01,9.561317022402424648e-01,2.929371399655159025e-01
3.003003003003003046e-01,9.552477012438835846e-01,2.958070811665539090e-01
3.033033033033032955e-01,9.543550858044024254e-01,2.986743547733412552e-01
3.063063063063062863e-01,9.534538639714231767e-01,3.015389349287464493e-01
3.093093093093093326e-01,9.525440438721827219e-01,3.044007957999275704e-01
3.123123123123123235e-01,9.516256337114570307e-01,3.072599115785653034e-01
3.153153153153153143e-01,9.506986417714875515e-01,3.101162564810956423e-01
3.183183183183183051e-01,9.497630764119064928e-01,3.129698047489423707e-01
3.213213213213212960e-01,9.488189460696609956e-01,3.158205306487494868e-01
3.243243243243243423e-01,9.478662592589377489e-01,3.186684084726130184e-01
3.273273273273273332e-01,9.469050245710858293e-01,3.215134125383130037e-01
3.303303303303303240e-01,9.459352506745388744e-01,3.243555171895451950e-01
3.333333333333333148e-01,9.449569463147377002e-01,3.271946967961522068e-01
3.363363363363363057e-01,9.439701203140506980e-01,3.300309257543549424e-01
3.393393393393393520e-01,9.429747815716950088e-01,3.328641784869831866e-01
3.423423423423423428e-01,9.419709390636552548e-01,3.356944294437062548e-01
3.453453453453453337e-01,9.409586018426037146e-01,3.385216531012638086e-01
3.483483483483483245e-01,9.399377790378179442e-01,3.413458239636955605e-01
3.513513513513513709e-01,9.389084798550985100e-01,3.441669165625715343e-01
3.543543543543543617e-01,9.378707135766864988e-01,3.469849054572214375e-01
3.573573573573573525e-01,9.368244895611791412e-01,3.497997652349644215e-01
3.603603603603603434e-01,9.357698172434457673e-01,3.526114705113378434e-01
3.633633633633633342e-01,9.347067061345427641e-01,3.554199959303266931e-01
3.663663663663663805e-01,9.336351658216276439e-01,3.582253161645918560e-01
3.693693693693693714e-01,9.325552059678726691e-01,3.610274059156984849e-01
3.723723723723723622e-01,9.314668363123776995e-01,3.638262399143445402e-01
3.753753753753753530e-01,9.303700666700822630e-01,3.666217929205883297e-01
3.783783783783783994e-01,9.292649069316771815e-01,3.694140397240761597e-01
3.813813813813813902e-01,9.281513670635155311e-01,3.722029551442698203e-01
3.843843843843843811e-01,9.270294571075222700e-01,3.749885140306735143e-01
3.873873873873873719e-01,9.258991871811040886e-01,3.777706912630607872e-01
3.903903903903903627e-01,9.247605674770581485e-01,3.805494617517010125e-01
3.933933933933934091e-01,9.236136082634800459e-01,3.833248004375856555e-01
3.963963963963963999e-01,9.224583198836711073e-01,3.860966822926540920e-01
3.993993993993993907e-01,9.212947127560454641e-01,3.888650823200197615e-01
4.024024024024023816e-01,9.201227973740355726e-01,3.916299755541950423e-01
4.054054054054054279e-01,9.189425843059982890e-01,3.943913370613167935e-01
4.084084084084084187e-01,9.177540841951189465e-01,3.971491419393708977e-01
4.114114114114114096e-01,9.165573077593155427e-01,3.999033653184171366e-01
4.144144144144144004e-01,9.153522657911421501e-01,4.026539823608133450e-01
4.174174174174173912e-01,9.141389691576918830e-01,4.054009682614392318e-01
4.204204204204204376e-01,9.129174288004981985e-01,4.081442982479204229e-01
4.234234234234234284e-01,9.116876557354367527e-01,4.108839475808513386e-01
4.264264264264264193e-01,9.104496610526260358e-01,4.136198915540189036e-01
4.294294294294294101e-01,9.092034559163272300e-01,4.163521054946248690e-01
4.324324324324324564e-01,9.079490515648432902e-01,4.190805647635087450e-01
4.354354354354354473e-01,9.066864593104183578e-01,4.218052447553693463e-01
4.384384384384384381e-01,9.054156905391348431e-01,4.245261208989873913e-01
4.414414414414414289e-01,9.041367567108111736e-01,4.272431686574467147e-01
4.444444444444444198e-01,9.028496693588986544e-01,4.299563635283555341e-01
